kivjautik	ki+(vja)+uti+k
havangnatin	hav+a+(ngna)+tin
qanuqtut	qan+(uq)+tut
igluqpautainut	igluqpa+(uta)+in+ut
urhuliqiyitkunni	urhuli+q+(iyi)+tk+un+ni
ungiruti	(ungir)+uti
mapiraangutaini	ma+(piraang)+utain+i
kakkiliqtaqtuq	ka+k+(ki)+liq+ta+qtuq
aqaguublaami	aqag+u+(ubla)+a+mi
tuqungajuq	tu+q+(u)+nga+juq
mumiqtuq	m+(umi)+qtuq
immitqiktaa	im+mi+(tqi)+kt+a+a
gaasiliikharlutin	ga+(asilii)+khar+lutin
avatingni	ava+(ti)+ngni
kappianaqtuq	ka+p+pi+a+(n)+a+qtuq
puviqhimajuq	p+uv+(iq)+hi+majuq
kuvjin	ku+vj+(i)+n
aituqtauhimaaqtunik	(aituqtau)+hima+aqtu+nik
ikaaqtuq	ik+a+(a)+qtuq
tahitirijuq	ta+hi+(tir)+i+j+uq
kivvin	kiv+(vin)
pinahuarnirmut	pi+(nahuar)+ni+rm+ut
texas	(texas)
kaipiktijjutijuk	ka+i+pikti+(jjutij)+uk
pinahuarumik	pi+nahu+ar+u+(mi)+k
aarluqtuq	a+(arlu)+qtuq
kanangnaqtuq	ka+na+(ngna)+qtuq
tuqhuuk	tuq+hu+(u)+k
aittuut	a+(ittu)+ut
atiruaqtuq	a+(tiru)+a+qtuq
hinnakturni	hi+nna+(ktu)+r+ni
amiakkut	a+mi+(a)+kkut
kaantraaknilu	ka+a+(ntraa)+k+nilu
pihimayumut	pi+(hi)+ma+yu+mut
tarrijaut	(tarrija)+ut
havakvigiyauyuni	hav+ak+(vi)+giyauyu+ni
mitquiqtuq	mitqu+(i)+qtuq
ikayuqhitini	ik+ayu+(qhi)+ti+ni
havaktinun	hav+akt+(in)+un
inuuvakhutalu	inu+(uvakhuta)+lu
piumangittunut	pi+uma+(ng)+ittu+nut
hamaltkunut	ha+mal+(tku)+nut
upalungaiyautikhainut	u+pa+(lungaiya)+utikh+ai+nut
anikhaqtariamini	a+ni+kh+(aqtariami)+ni
uingaiqtuq	ui+nga+(i)+qtuq
tungauttuq	tung+a+(u)+tt+uq
qaqquqtuqtuq	qa+q+qu+(qtu)+qtuq
qiplarikhijuq	qi+p+la+(ri)+khi+juq
kakilahak	ka+kila+(ha)+k
imariktuq	ima+(ri)+kt+uq
taitaiphaaqtuq	t+a+itai+(pha)+a+qtuq
uqhuq	uqhu+(q)
amaamakhaq	a+(maama)+khaq
hiutik	(hi)+uti+k
taavani	ta+(av)+ani
pigliqtaqtuq	pi+(g)+liq+ta+qtuq
taimani	t+a+i+ma+(ni)
ukiuk	uk+i+(u)+k
inukkat	inu+(kk)+at
qirnariktuq	qi+rn+(ari)+kt+uq
iquutikhaut	i+qu+(utikha)+ut
pukkuk	pu+(kku)+k
mittaqtuqtuq	mi+(tt)+aqtu+qtuq
naalaut	na+(ala)+ut
uniaqtaa	un+(i)+a+qtaa
haluuqtuq	ha+(lu)+u+qtuq
tunihivaktut	tu+ni+(hi)+vak+tut
immautivuq	i+(mma)+uti+vuq
qalagjuarnirmit	qala+gjuarn+(irmi)+t
ublaigami	(ubla)+igami
atuugani	at+u+(u)+ga+ni
miyaupluni	mi+(ya)+up+lu+ni
nunalaangitni	nuna+(laa)+ngit+n+i
tagiuq	ta+(gi)+uq
uligaaq	(uli)+ga+aq
numiktirijuq	(numiktir)+i+j+uq
cam	ca+(m)
munagiplugit	mu+na+(g)+iplu+git
nakit qaivit	na+(kit )+qai+vit
nakujuq	na+(ku)+j+uq
kangiqhittiarumaguvit	ka+ngi+(q)+hi+ttia+ruma+gu+vit
tiguaqhiik	tig+(uaqhi)+ik
tuharnarnaqtuq	tu+ha+(rna)+rn+a+qtuq
pauttuq	pa+(u)+tt+uq
takujaa	ta+(ku)+jaa
ayungnautigivakhimayainik	a+yung+n+autig+(ivak)+hima+yai+nik
ihiviurnikkut	i+hiv+i+(ur)+nik+kut
ivgun	i+(vg)+un
aliahuktuq	a+(liahu)+kt+uq
itqarijaa	itq+(a)+rijaa
haamlatkunni	(haamla)+tk+un+ni
piutigiiyaat	pi+(utigiiya)+at
pualrit	pu+alri+(t)
takpiktuq	t+ak+(pi)+kt+uq
aupajangattuq	au+pa+j+ang+(a)+tt+uq
pamiqhihuktuq	pam+iqhi+(hu)+kt+uq
mahu	ma+(hu)
mamiahujuittuq	(mamiahu)+ju+ittuq
hamlatkut	ham+l+at+(k)+ut
aallatuqtuq	aall+a+(t)+u+qtuq
huqqaq	hu+(qq)+aq
ikkikhat	ikk+(ikha)+t
ikayuktiuyut	ik+ayu+(kti)+uyut
nivaktaa	ni+(va)+kt+a+a
qattaq	qa+t+(ta)+q
iepngitnik	(iep)+ngit+nik
qanilrumi	qa+ni+(lru)+mi
arjakhaq	arja+(khaq)
paamnguqtuq	pa+(amng)+u+qtuq
ipiutaq	ip+(i)+ut+aq
uqarrni	uqa+(r)+r+ni
atuqtipkaivakhunilu	at+uqt+(ipka)+i+vak+hu+nilu
nakuugilluanngitaa	nakuu+(gillua)+nng+i+taa
imiktautit	im+(iktautit)
pitiktaaqhuni	pi+ti+k+(ta)+aqhu+ni
aluktaa	a+(lu)+kt+a+a
hivuqqamut	hiv+(uqqam)+ut
pinahuaruti	pi+nahu+ar+u+(ti)
qipingajuq	qi+(pi)+nga+juq
angirunmik	ang+ir+(un)+mik
qiqailruq	qi+qai+(lru)+q
angutituqtuq	ang+(utit)+u+qtuq
nikhik	ni+(khi)+k
nippaqtuq	n+ip+(pa)+qtuq
uuktuutitikhanut	uuk+tu+(utit)+ik+ha+nut
anarvik	a+(na)+rvik
auktuqtaqtuq	auk+(tuqt)+a+qtuq
tikiutingitkumi	t+iki+(uti)+ngit+ku+mi
apquhiuqtuq	ap+qu+(hi)+u+qtuq
iggiaq	ig+(gi)+aq
ikpataujaq	ikp+(ata)+uja+q
mamarijaa	ma+(ma)+rijaa
taimna	ta+(i)+mna
havaktiqaqtunut	hav+akt+(iq)+aqtu+nut
aannuraariiqtuq	a+an+n+(uraarii)+qtuq
igluqpautainik	igluqpa+(uta)+i+nik
niuvrutikhaliqiyitkut	niuvr+(utikha)+liq+iyit+kut
tiguaq	tig+(u)+aq
iqalukpik	iqa+luk+(pi)+k
amihunik	a+mi+(hu)+nik
kihimngiuqtuq	kihimng+i+(u)+qtuq
kuvijaa	ku+(vi)+jaa
amauti	a+(ma)+uti
tamaanni	t+ama+(an)+ni
anngut	a+(nngu)+t
nuvuk	nuvu+(k)
kangiqliniqmi	ka+ngi+(qliniq)+mi
inugiakpallarami	inu+(gia)+kpall+arami
aulapkaidjutingit	aula+pka+(idjut)+i+ngit
pitquhiqtuqtuq	pit+q+uhi+(qtu)+qtuq
katimajiralaangit	kat+ima+(jirala)+a+ngit
akurun	ak+u+(r)+un
auktuqtuq	auk+(t)+u+qtuq
iqalukhiuqtuq	iqa+luk+(hi)+u+qtuq
igluaq	(iglu)+aq
tatqiq	ta+(tqi)+q
akuruti	ak+u+(r)+uti
tii	ti+(i)
pukkuq	pu+(kk)+uq
takkarjuaq	t+ak+(karju)+aq
piqaqtukhauyutin	pi+(q)+aqtu+kha+u+yut+in
ihumakittuq	i+hum+(a)+k+ittuq
iigluktuq	i+(iglu)+kt+uq
nangiaqtuq	na+(ngi)+a+qtuq
naunaiktauyukhat	naun+ai+(ktau)+yu+khat
higjaaq	hi+(gja)+aq
ihuagiyaungitunik	i+hu+(agiya)+u+ngit+u+nik
sar	(sar)
mikijuugaluamik	miki+(juuga)+lu+a+mik
pinahuaqhutik	pinahu+a+(q)+hu+tik
natiruvik	natir+uv+(i)+k
ihaqquk	i+haq+(qu)+k
iglukpaliurnikkut	igl+ukp+a+(liur)+nik+kut
ilviuguvit	il+(vi)+u+guvit
hivuniq	hivun+(i)+q
qin’nguti	qin+’ng+(uti)
tammaijaa	ta+(mma)+i+jaa
iqquk	iq+(q)+uk
nivrallaqhuni	ni+(vrall)+aqhu+ni
tulimaangit	tu+(lima)+a+ngit
nakuuginngitaa	nakuu+(gi)+nng+i+taa
angak	a+(nga)+k
nunguttuq	nu+(ngu)+tt+uq
tuquraliqqut	tu+q+(ura)+liq+qut
iqingajuq	iq+(i)+nga+juq
tiituqtuq	ti+(it)+u+qtuq
qaritauyaliqinikkutlu	qa+r+it+auyal+iq+(i)+nik+kut+lu
nauttiaq	na+(utti)+aq
hanalirumik	ha+(na)+liru+mik
atiqujaanga	at+i+qu+(jaa)+ng+a
ulukhaqtuumi	u+lu+(khaqtuu)+mi
aulayut	a+(ula)+yut
aihiqtuq	a+(ihi)+qtuq
ilauti	il+au+(ti)
tuktu	tu+(ktu)
tahinnuaq	ta+hi+(nnu)+aq
pirittaaqtuq	pi+(rit)+taa+qtuq
tunihimaaqtun	tu+ni+(hima)+aqtun
aturutikhani	a+tur+(utikha)+ni
ivalukhaun	(ivalu)+kha+un
malikhautikharnik	mal+i+(kha)+utikh+ar+nik
qupanuaq	qu+pa+nu+(a)+q
uquiqtuq	(uqu)+i+qtuq
uvajuq	(uva)+j+uq
aqiattuqtuq	aq+ia+(ttu)+qtuq
apqun	ap+(q)+un
ivujuq	i+(v)+u+juq
maniliqiji	man+ili+q+(i)+ji
akutuq	ak+u+(tu)+q
nutiplik	nu+(tip)+lik
mittuq	(mi)+tt+uq
pamiuq	pa+mi+(u)+q
ikajuqti	ik+a+(ju)+qti
pihugumaliqqut	pi+hu+(guma)+liq+qut
kanivauti	ka+(niva)+uti
quppirun	qu+pp+(ir)+un
uuktuqtuq	uuk+tu+(qtu)+q
pivikhaqautit	pi+(vikhaqauti)+t
iungnut	i+(ung)+nut
atuqtaungitlu	at+u+(qtau)+ngit+lu
hilaluktuq	hila+(lu)+kt+uq
kituliqaak	ki+(tu)+liq+a+ak
hiulliuqtuq	hi+(ulli)+u+qtuq
nunani	nuna+(ni)
upin’raaq	u+p+i+(n’ra)+aq
angitigijuq	ang+(itig)+i+j+uq
ihiviuqnikkut	i+hiv+i+(uq)+nik+kut
uuktuqtaa	uuk+t+(u)+qtaa
akhuuqhaiyukharniklu	ak+hu+(uqhai)+yukh+ar+nik+lu
hivajaut	hiv+aj+(a)+ut
katimayiingit	kat+ima+(yii)+ngit
havakhimayut	hav+a+(k)+hima+yut
qaqhuk	qa+(qhu)+k
apittuq	a+(pi)+tt+uq
palvitujuq	pa+lvi+(tu)+j+uq
haamirut	ha+(amir)+ut
ikittaaqtuq	ik+it+t+(a)+a+qtuq
tariuqhiuj	tari+(uqhi)+u+j
maamakhaq	(maama)+khaq
uvanilu	(uva)+nilu
uunaqutinik	uun+(aq)+uti+nik
nalaumajuq	na+(lauma)+j+uq
tuktuvak	t+uk+(tuva)+k
itqaumalutin	itq+a+(u)+ma+lutin
hilamiittuq	hila+(mi)+ittuq
kaaliqpallialiqqut	ka+al+i+(qpallia)+liq+qut
niriniaqtuq	niri+(ni)+a+qtuq
uluaraqtuq	u+lu+(ar)+a+qtuq
aqupliqtuq	a+qu+p+(li)+qtuq
ikhiq	i+(khi)+q
tuugaaq	tu+(u)+ga+aq
kakilahaijuq	ka+kila+(ha)+i+j+uq
uniq	(u)+niq
anuraiqtuq	a+nur+(a)+i+qtuq
ihuaqyumirutikharnik	i+hu+(aqyumi)+r+utikh+ar+nik
ikaaqtaa	ik+a+(a)+qtaa
havagviannin	hav+a+gv+(i)+anni+n
kivanmun	kiv+(an)+m+un
ivjaruhiqtuqtaa	ivj+ar+(uhi)+qtuq+taa
titirauhiat	titir+a+(uhi)+at
ikayuutauyuq	ik+ayu+(uta)+u+yuq
ilauyukhat	i+la+(u)+yu+khat
ivik	(ivi)+k
angun	a+(ng)+un
tuqulrajaqtuq	tu+(qulraja)+qtuq
nappaqtiqnikkut	na+pp+aqt+(iq)+nik+kut
navruaqhugu	na+v+(ruaqhu)+gu
qakuguliqaak	qa+ku+(gu)+liq+a+ak
havaktitirnirmun	hav+akt+(itir)+ni+rmun
piksaliun	pi+(ksaliu)+n
aittuuti	a+(ittu)+uti
amigaitunik	amig+a+(i)+tu+nik
tipaattuq	tip+(aa)+tt+uq
inuinnarnik	inuinna+(r)+nik
igitaa	i+(gi)+taa
ikkikhati	ikk+(ikha)+ti
inuujaq	inu+(uj)+aq
ukuat	u+ku+(a)+t
ungahitqiaq	ung+a+(hitqia)+q
uplaaq	u+pl+(a)+aq
attak	att+(a)+k
qunmuujuq	qu+n+mu+(u)+j+uq
akuliak	ak+u+(li)+ak
haamlangat	(haamla)+ng+at
ilunngunaqtuq	ilu+(nngun)+a+qtuq
akiliqhugit	ak+ili+(q)+hu+git
nivrallarvimingni	ni+(vrall)+arvi+mi+ngni
arnaqhiut	arna+(qhi)+ut
tarjuliqtuqtaa	t+ar+j+(uli)+qtuq+taa
iliffi	ili+(ffi)
qanakhatitigut	qan+(akha)+tit+igut
ublumittauq	ub+lu+(m)+it+ta+uq
mittimatalik	mi+(ttimata)+lik
uilgahuk	u+(ilgah)+uk
ilanatlu	i+la+(na)+tlu
ilaut	i+la+(u)+t
hivituyumut	hiv+(ituyu)+mut
inutuqqak	inu+tu+q+qa+(k)
nagjuk	na+(gju)+k
iliraidjutikhanik	ilira+(i)+djut+ikha+nik
kapuuti	ka+pu+(uti)
aunaaruiqtuq	au+naar+(u)+i+qtuq
qaffiuyukharnik	qa+(ffiu)+yu+khar+nik
tamuqtaa	ta+(mu)+qtaa
taivagaat	ta+i+(vaga)+at
tulimaaq	tu+li+(ma)+aq
pattaaqtaa	p+at+(taa)+qtaa
ayuiqhaqhimaanginaqtunik	ayu+iq+ha+q+(himaangin)+aqtu+nik
hingik	hi+n+(g)+ik
nakuyunga	na+(k)+uyu+nga
kangiqhijuq	kang+iqhi+(ju)+q
nujuittuq	nu+(ju)+ittuq
arnakhaq	arna+(khaq)
apqutailiutaujuq	apq+uta+ili+(uta)+u+juq
aktuqtauhimajut	ak+tu+(qtau)+hima+jut
aqiaruijaijuq	a+qi+aru+(ija)+i+j+uq
katimannangni	kat+ima+(nna)+ngni
management	ma+(nagemen)+t
puujjuk	pu+u+(jju)+k
qikiqtani	qi+kiqta+(ni)
maliqayauyut	mal+i+(qa)+y+auyut
quaqhalaaruti	qu+aq+ha+la+(a)+ruti
kiiliqtaa	ki+(ili)+qtaa
takimun	t+ak+(i)+m+un
mannik	man+ni+(k)
ikitaqtuq	ik+(ita)+qtuq
qikiqtaqtuurlu	qi+kiqta+(qtu)+ur+lu
kadlun	ka+(dl)+un
kigaqtuq	ki+(ga)+qtuq
munakhiyukhat	mu+na+(khi)+yu+khat
havaktunik	hav+a+(ktu)+nik
amaruaq	ama+(ru)+aq
maamak	(maama)+k
naluktuq	na+lu+(ktu)+q
imiqtaun	(imiqta)+un
aukhittiaqhimaittuq	auk+(hittiaq)+hima+ittuq
ihuarijamingnit	i+hu+(arijami)+ngni+t
qablunaavjak	qa+blu+(naavjak)
tupilak	tu+p+(ila)+k
kauttuarmiutarijaa	ka+uttu+(armiuta)+rijaa
aliqakhaq	aliq+(a)+khaq
ajuittuq	(aju)+ittuq
tuktuttuq	tu+(ktu)+tt+uq
taapkua	t+a+a+p+(ku)+a
havakvikyuangit	hav+ak+(vikyu)+a+ngit
pimmarighautikhanik	pi+(mmari)+gha+ut+ikha+nik
anmut	(an)+mut
hunat	hu+(na)+t
kiattik	ki+(at)+tik
ayuittiaqhimayut	ayu+it+ti+a+(q)+hima+yut
takupkaqtittailinikkut	takupka+qt+i+ttai+(li)+nik+kut
qamnguinnaqtuq	qamngu+(inn)+a+qtuq
qumaq	qu+(m)+aq
aanniaqtailiqinikkut	a+anni+(aqtai)+liq+inikk+ut
amrit	a+(mri)+t
niqikhaqtaa	ni+q+(ikha)+qtaa
quaqtaq	qu+(aqta)+q
alilaaqtuq	al+i+(la)+a+qtuq
taaksiiyaqtitaugutit	ta+ak+si+(iyaqtitaug)+uti+t
naammajjavuhi	naamma+jj+av+(uhi)
nipitairut	ni+pit+(air)+ut
tuhaqtuq	tu+(ha)+qtuq
niqait	ni+(qa)+it
uittuq	(u)+ittuq
iglaqtuq	igl+(a)+qtuq
qunguhiniq	qu+ng+u+(hi)+niq
aittiijuq	a+(itti)+i+j+uq
atqit	a+(tqi)+t
ikpat	ikp+(a)+t
nanminiriyauyut	na+nmin+(iri)+y+auyut
ipu	ip+(u)
iniqtuq	i+(ni)+qtuq
mamittuq	ma+(mi)+tt+uq
plutik	(p)+lutik
aulaaqatigikharnik	aula+a+(qatigi)+khar+nik
havaktikharnik	hav+akt+(i)+khar+nik
kavamatkunnilu	ka+(vama)+tk+unni+lu
nungulaaq	nu+(ngu)+laaq
imunik	i+(mu)+nik
uqautiukharnik	uq+a+ut+i+(u)+khar+nik
aannialiqtailitikhaptingnik	a+an+n+(ialiqtailit)+ikha+pting+nik
havagiarniaqpunga	hav+a+(giar)+ni+aq+punga
inuk	(i)+nuk
ilatit	i+la+(t)+it
kumiktuq	ku+(mi)+kt+uq
quvianaittuq	qu+vi+(ana)+ittuq
nangirvigijaa	na+ngi+(rvi)+gijaa
nibliqtuq	ni+(bli)+qtuq
qalakhuqtun	qa+l+(akhuqt)+un
nigaqtaa	ni+g+(a)+qtaa
niqitualgit	niq+i+(tualg)+it
nirijaa	(ni)+rijaa
puvalajuq	p+uv+(ala)+j+uq
tipi	tip+(i)
putuguq	pu+tu+(gu)+q
aullaqtinnagu	a+ull+aq+(tinna)+gu
atanguyangit	at+a+(nguya)+ngit
attautimut	att+a+(uti)+mut
aulatitivakhimayut	aula+tit+(ivak)+hima+yut
imarmiutanik	im+(armiuta)+nik
kitkuk	ki+(tku)+k
piksasuurvik	pi+(ksasuu)+rvik
tuutaujaq	tu+(uta)+uja+q
havakviuyuq	hav+ak+(vi)+u+yuq
pivikhaqautikhaniklu	pivikh+a+(qa)+utikh+a+nik+lu
imitqutailaq	i+mitqu+ta+(ilaq)
ikayukhuni	ik+ayu+(khu)+ni
kappiagijaa	ka+p+pi+a+(gi)+jaa
avguqtaa	av+guqta+(a)
akiingit	a+(ki)+i+ngit
munariyanginik	mu+na+(riya)+ngi+nik
takulugit	ta+(ku)+lu+git
hiquqtaa	hi+(qu)+qtaa
frolictunik	fr+(olic)+tu+nik
munagiyakhait	munag+i+(yakha)+it
aulatitiyut	aula+tit+(i)+yut
nayugaangani	na+(yugaa)+ng+a+ni
papiruq	pa+(pi)+r+uq
ilittturipkainikkut	ilit+t+tur+(ipka)+inikk+ut
qajangnaitkutikhat	qa+j+ang+na+it+(k)+utikh+at
hivumun	hiv+(u)+m+un
uqquuqun	uq+qu+(uqu)+n
aulaligaiguvitlu	aula+(li)+gai+guvit+lu
hivuraani	hiv+ur+(a)+ani
margo	ma+(rgo)
ikittaun	ik+it+t+(a)+un
pilaktuq	pi+(la)+kt+uq
aulatitiyaangat	aula+tit+(i)+yaang+at
paan’ruliaq	pa+an’r+(uli)+aq
hivulliurutikhainni	hivul+li+(uruti)+kha+in+ni
tatqiqhiun	tat+q+iqhi+(un)
aujijuq	a+(uji)+j+uq
niuviqtittiyut	ni+uv+i+(qtitti)+yut
ihumaliurutikhanik	i+hu+(maliur)+utikh+a+nik
naunaiyaqtauvaktut	naun+a+iya+(qtau)+vak+tut
maniliqidjutikharnik	man+ili+q+(i)+dj+utikh+ar+nik
hapkua	ha+p+(kua)
havangtinnahi	hav+ang+(tinna)+hi
najugani	na+(ju)+ga+ni
tikitinnanuk	t+iki+(tinna)+nuk
avataaqtaqtut	(avataaqt)+aqtu+t
pihuuyarniq	pi+hu+(uya)+r+niq
iqalukhiun	iqa+luk+(hi)+un
polarbearcub	polar+(be)+arcub
irmiut	(irmi)+ut
qin’ngaun	qin+’ng+(a)+un
havakluni	hav+ak+(lu)+ni
titiraun	tit+(ira)+un
nunallaanut	nuna+(lla)+a+nut
aput	a+(p)+ut
kaimalluriktuq	ka+i+mal+(luri)+kt+uq
amigakhuutiqaguvitluuniit	amig+ak+hu+(utiqa)+guvit+lu+uniit
atannguyauyunut	a+t+an+(nguya)+uyu+nut
havaatigullu	hav+a+(at)+ig+ullu
inuujuq	inu+(u)+j+uq
immaqaak	imma+qa+(a)+k
hakugiittuq	haku+(gi)+ittuq
apiqhuivik	ap+iq+(hu)+iv+ik
uqauhia	uqa+(uhi)+a
kinnguqtaa	ki+(nngu)+qtaa
tilarrin	ti+(larri)+n
kiguhiqqut	ki+guhi+(qq)+ut
munagiplugitlu	mu+na+(g)+iplu+git+lu
aliiquhiqtuq	a+(liiquhi)+qtuq
niuvrutiqariangani	niuvr+(utiqaria)+ng+a+ni
kapuraun	ka+pu+(ra)+un
nipiliurut	n+ip+(iliur)+ut
atugakhanik	at+u+(ga)+k+ha+nik
uqhuqtuuplu	uqhu+(qtu)+up+lu
qurluqtuq	qu+(rlu)+qtuq
uplumi	(uplu)+mi
akilikhihimaittumik	ak+ili+(khi)+hima+it+tu+mik
kiguti	ki+(g)+uti
tamaptik	t+ama+(p)+tik
uutiqtittuq	u+(utiqt)+ittuq
itipjaaqtuk	(itipjaa)+qtuk
aqaguani	aqag+u+(a)+ni
quanaqqutik	quana+qq+(u)+tik
attiqtuijuq	att+(iqtu)+i+j+uq
ilihaqtaa	ili+(ha)+qtaa
ajanikittuq	ajan+(i)+k+ittuq
ilupaaq	ilu+(pa)+aq
katimayiini	kat+ima+(yii)+ni
uqittuq	u+(q)+ittuq
atuaqtaut	at+u+(aqta)+ut
aanniaqtailiniq	a+anni+a+(qtaili)+niq
angilraujuq	angil+ra+(u)+j+uq
apqutiniktaa	apq+ut+(i)+nik+taa
upalungiarutikharnik	up+a+lu+ng+(ia)+r+utikh+ar+nik
aittuqtuijuq	a+ittu+(qtu)+i+j+uq
amigaqhuutikharnik	amig+aq+hu+(uti)+khar+nik
nangutaa	nang+(u)+taa
aluq	a+(lu)+q
qin’ngauti	qin+’ng+(a)+uti
anguun	ang+(u)+un
auktuqtaaqtuq	auk+(tuq)+taa+qtuq
ikayurniq	ik+ayu+(r)+niq
qinmiqpak	qin+mi+(qpa)+k
aaquaq	a+(aqu)+aq
affaqpallaijuq	affaqpa+(lla)+i+j+uq
nipikhauti	n+ip+(ikha)+uti
tulugaq	tu+(lu)+gaq
iliptik	ili+(p)+tik
kaugvik	ka+(u)+gv+ik
angijuq	an+(g)+i+j+uq
ilagiyat	i+la+(giya)+t
kinauvin	ki+na+u+(vi)+n
aittauqtuq	a+(itta)+u+qtuq
hilaluk	hila+(lu)+k
munakhidjutikhaniklu	mu+na+(khi)+djut+ikha+nik+lu
kitu	ki+(tu)
pimmarluktuq	pi+(mmarlu)+kt+uq
tuhaajaa	tu+ha+(a)+jaa
ayungnautigivakhimayaini	a+yung+n+autig+(ivak)+hima+yai+ni
higaarjuaq	hig+aa+(rju)+aq
nujait	nu+(ja)+it
anguniajuktuq	a+ng+un+i+(aju)+kt+uq
himmautaulakhimayuq	h+imma+(utaula)+kh+ima+yuq
qilluq	qi+(lluq)
tamaannut	t+ama+(an)+nut
pinahuaurutinun	pinahu+a+(uruti)+n+un
unnuktuq	(unnu)+kt+uq
kimikatiqaqqin	ki+(mik)+a+tiqaq+qin
nattiq	na+(tti)+q
itqakhaijuq	itq+(akha)+i+j+uq
ikhun	ik+(hu)+n
kiujaa	ki+(u)+jaa
tamarmik	t+ama+(r)+mik
imaittuq	ima+(i)+tt+uq
agiaqtaa	a+(giaq)+taa
amiiqtuq	a+(mi)+i+qtuq
hinaaqhijuq	hi+na+(aqhi)+j+uq
tamapta	t+ama+(pta)
havgut	hav+(g)+ut
hulidjutinun	huli+(djuti)+n+un
alianaittuq	al+ia+na+(ittu)+q
humiutauvit	hu+mi+(utauvi)+t
havilqhaq	hav+il+(qha)+q
inuillu	inu+(i)+llu
kingulliq	king+ul+(li)+q
nagluqitaqtuq	na+(gluqit)+a+qtuq
hanmijuq	h+an+(m)+i+j+uq
ilayunik	(ila)+yu+nik
tatilgaq	tat+(ilga)+q
makpiraq	makp+(ir)+aq
tunngavitkuni	tu+(nngavi)+tk+uni
una	(una)
amiraijaqtaa	a+mir+(aija)+qtaa
angajugiik	ang+aju+(gi)+ik
patautuqtuq	pa+ta+(ut)+u+qtuq
titiraakhaq	titir+a+(a)+khaq
ikayuqtaunahuaqtumut	ik+ayu+qtau+(nahu)+aqtu+mut
uvva	(uvva)
paaqtaa	pa+(a)+qtaa
malrunnguqtait	malru+(nnguq)+t+a+it
piumaluaqtaingitlu	pi+uma+(lu)+aqt+ai+ngit+lu
gnkutni	(gnkut)+ni
kapittuq	ka+(pi)+tt+uq
tariurnittuq	tari+(urn)+ittuq
anuqhilaqiliqtuq	a+nu+q+h+(ilaqi)+li+qtuq
qulviliuqtuq	qu+lvi+(li)+u+qtuq
nunaqyuaptingnik	nuna+(qyua)+pting+nik
inikhaqquqtujuq	inikhaq+qu+(qtu)+j+uq
aijaahiqtuq	aija+a+(hi)+qtuq
tatqiqhiutini	tat+q+iqhi+(uti)+ni
auguiqtuq	a+u+(gu)+i+qtuq
nuutaa	nu+(u)+taa
ukkuiqtuq	u+(kku)+i+qtuq
hulijakhaqhiuqtuq	huli+(jakhaqhi)+u+qtuq
uvattiaguttauq	uv+attia+(guttauq)
taimunga	ta+i+(mu)+nga
naunaitkutikhainnik	na+una+it+(k)+utikh+a+in+nik
arviq	a+(rvi)+q
itqaqtuq	itq+(a)+qtuq
mitquti	mitqu+(ti)
aulatitilirman	aula+tit+(ili)+rma+n
kaapi	ka+ap+(i)
minihitauyuq	mi+ni+(hita)+u+yuq
hivurallak	hiv+ur+(alla)+k
haamirun	ha+(amir)+un
qaatiqtuq	qa+a+(ti)+qtuq
havakti	hav+akt+(i)
titiraliqinikkut	titir+a+(liq)+inikk+ut
unnuliqtuq	u+(nnu)+li+qtuq
taihittiarutighainni	ta+(ihi)+ttia+ruti+gha+in+ni
qanuriliuruhiit	qa+nur+(iliur)+uhi+it
qaptiruti	qa+p+(tir)+uti
paijuq	pa+(i)+j+uq
qin’ngun	qin+’ng+(un)
ipua	ip+(ua)
anautaq	a+(na)+ut+aq
taimuuna	ta+i+(mu)+un+a
inirnikhangutiptingnik	ini+(rni)+kha+ng+uti+pting+nik
ikayuutikhatlu	ik+ayu+(utikha)+tlu
ippakhat	(ippa)+khat
haamlauyumi	(haamla)+u+yumi
nipiliut	n+ip+(ili)+ut
quviahugvik	quviahu+(g)+vi+k
panituaq	pa+ni+(tu)+aq
havakpakhutik	hav+a+(kpak)+hu+tik
tarrijauti	(tarrija)+uti
qiniqhialiqiyut	qin+iqhi+(a)+liq+iyut
akiliqtaullayut	ak+ili+(qtaulla)+yut
hilami	hi+(la)+mi
hulilukaavikhanik	huli+lu+ka+(avi)+k+ha+nik
ipikhaijuq	ip+(ikha)+i+j+uq
kivgaqtuiplutik	kivgaq+tu+(i)+plu+tik
angullu	ang+(u)+llu
piquyatlu	pi+(quya)+tlu
jeannie	j+e+anni+(e)
akimahuqtuq	aki+ma+(hu)+qtuq
aallanngutiriumagumik	aall+a+(nngutiriuma)+gu+mik
akituvallaaqtuq	a+ki+tu+vall+(a)+a+qtuq
numiktittitdjutingit	nu+(mik)+tit+tit+djut+in+git
akihaqtuq	aki+(ha)+qtuq
aumajuq	(auma)+j+uq
aik	a+(i)+k
atanguyaliqinikkut	at+a+(nguya)+liq+inikk+ut
paappak	pa+(appa)+k
ittuaqtuq	(ittu)+a+qtuq
aittuuhiaq	a+ittu+(uhi)+aq
akhunaaq	ak+hu+(na)+aq
kuvjaqtuqtuq	ku+vj+(aqtu)+qtuq
qaangani	qa+(a)+ng+a+ni
igluittuq	i+(glu)+ittuq
avatitigut	av+at+(itig)+ut
hiqquqtijjuti	hiqquqti+jj+(uti)
illiqpik	i+ll+(iqpi)+k
kanatam	ka+na+(tam)
